Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status
India,Hanoi,high,unknown,140.92,137.21,16.9,bad,215,-7.1,13,15.73,02-02-23,3766,Unhealthy
123,Hanoi,298.55,68.11,105.57,16.1,9.5,61.53,238,18.5,67,8.13,11/15/2023,6649,Unhealthy
France,Hanoi,193.4,395.68,77.91,82.38,NaN,215.28,166,27.2,93,13.5,10/15/2023,3293,Unhealthy
Vietnam,Paris,51.94,unknown,132.86,16.69,8.98,226.68,500,24.7,72,18.15,4/19/2025,3727,Good
France,HCM,284.63,270.77,94.47,86.34,6.32,bad,78,14.1,wet,9.26,10-09-25,7732,123
India,Paris,123.4,337.86,49.22,96,16.24,209.27,241,13,17,2.34,4/13/2024,8836,Moderate
Vietnam,Delhi,54.44,167.62,87.91,136.05,1.11,115.67,234,17.6,66,3.87,9/13/2023,4555,Unhealthy
USA,Hanoi,high,171.4,55.54,28.38,12.82,182.27,210,36.4,70,12.44,1/28/2024,7202,Unhealthy
Vietnam,999,230.26,unknown,7.77,low,6.5,244.66,372,25.8,86,16.05,5/29/2025,2840,Unhealthy
France,Hanoi,237.11,109.38,53.89,42.66,19.17,91.24,invalid,33,39,17.89,04-10-23,1114,Good
USA,HCM,159.62,121.92,49.09,89.77,11.83,139.41,269,23.7,5,2.13,07-02-24,ID_err,Moderate
China,Paris,151.24,123.51,191.96,8.61,8.67,85.54,479,-5.5,49,6.98,06-07-23,ID_err,Moderate
123,Paris,6.4,208.12,137.57,43.2,17.05,205.58,196,34.1,33,17.26,04-03-25,4238,Moderate
Vietnam,Delhi,263.24,172.67,138.81,52.67,8.17,158.11,73,2.1,68,5.14,8/28/2024,9158,Unhealthy
USA,Beijing,252.78,102.91,24.53,2.38,15.99,64.92,273,41,36,2.86,4/19/2025,4527,Moderate
123,Beijing,195.63,113.88,error,108.21,NaN,75.38,417,37,38,10.77,4/22/2024,3366,Unhealthy
Vietnam,Beijing,224.03,78.05,141.4,71.4,14.23,180.82,66,4.5,77,8.24,10/14/2024,8854,Moderate
123,Beijing,183.68,167.01,99.76,84.58,6.52,235.39,253,28.4,70,fast,10-08-23,5806,Good
India,Delhi,209.59,unknown,163.99,146.23,6.35,236.34,77,hot,26,6.22,7/15/2024,ID_err,Unhealthy
France,HCM,90.3,282.3,103.23,29.47,3.58,62.74,379,35.6,72,1.95,3/28/2023,4434,Unhealthy
USA,Hanoi,176.33,176.75,7.52,31.09,6.59,88.18,176,7.3,71,7.28,12/21/2025,4901,123
123,Paris,136.35,224.51,10.46,82.42,16.48,bad,490,18.6,18,17.04,09-12-24,9658,123
France,Paris,high,209.67,34.64,146.65,11.39,96.54,195,-7,92,10.73,07-06-25,5199,Good
USA,Delhi,264.2,273.76,148.93,27.05,14.19,134.15,416,-9.9,86,4.74,04-12-25,ID_err,Moderate
France,Beijing,54.07,209.45,28.58,46.39,2.73,56.36,413,18.4,17,17.84,08-06-24,4929,Unhealthy
USA,Paris,22.01,237.27,89.65,101.65,9.41,175.85,376,8.4,7,13.66,8/14/2023,8587,Moderate
USA,HCM,230.27,197.46,93.02,low,18.53,167.21,13,32,31,18.98,05-09-24,2497,Moderate
,HCM,37.28,239,110.83,low,13.02,175.11,77,-7.8,79,6.01,9/22/2025,5518,Unhealthy
China,Beijing,136.63,74.32,error,33.36,17.65,223.94,258,37.6,52,19.56,07-06-24,3029,Good
USA,HCM,192.24,37.21,31.7,92.34,15.97,151.88,367,28,wet,12.5,3/28/2025,1846,Moderate
China,Beijing,100.32,317.53,146.34,44.17,5.71,205.06,300,hot,94,16.07,01-11-25,ID_err,Moderate
Vietnam,Delhi,high,50.8,132.93,47.19,15.62,206.79,179,35,23,4.39,05-11-23,7434,Moderate
China,HCM,277.01,194.93,176.75,32.14,NaN,240.75,76,17.8,88,11.18,2/15/2024,ID_err,Moderate
India,Paris,210.37,81.61,179.91,149.91,13.46,198.83,309,-5.2,48,0.89,1/25/2025,3774,Moderate
India,,74.88,unknown,60.67,106.47,17.65,218.04,239,31.2,93,3.81,1/15/2024,8755,123
China,Beijing,85.48,248.86,26.94,85.89,4.85,165.7,3,22.3,88,17.68,08-01-24,1151,123
,Hanoi,103.09,unknown,162.19,114.27,17.13,bad,271,42.4,wet,fast,12/25/2023,3319,123
France,Hanoi,273.19,204.95,102.71,55.73,19.6,200.17,283,-1,95,2.19,11/19/2025,7505,Moderate
France,Beijing,49.98,unknown,90.37,low,9.84,210.37,177,28.1,wet,3.83,09-06-25,8079,Moderate
China,HCM,167.66,282.49,53.4,74.66,18.03,132.58,342,14.7,45,10.07,06-09-25,2340,Unhealthy
China,,254.67,145.29,116.06,87.95,18.56,142.88,199,4.4,83,8.94,11-09-24,2862,Moderate
India,Beijing,173.63,67.31,95.84,75.56,NaN,249.43,160,2.1,68,8.93,12/18/2024,9672,Moderate
India,Paris,164.05,276.12,192.1,111.13,16.67,bad,233,hot,7,6.4,05-11-25,4977,Good
France,Beijing,119.17,222.42,77.87,97.56,3.43,190.47,88,-8.4,wet,2.92,07-12-25,6535,Moderate
Vietnam,HCM,225.45,116.81,183.04,136.42,19.84,30.34,174,21.5,73,15.79,4/21/2023,6663,Good
China,Paris,289.61,11.89,129.39,32.24,8.81,133.21,140,12.8,41,fast,1/19/2024,5091,Unhealthy
USA,Delhi,high,245.16,105.57,32.78,4.75,16.62,7,33.2,58,19.79,07-09-24,ID_err,Good
China,Beijing,164,36.34,94.71,low,19.03,76.68,38,20.1,44,4.63,11/22/2025,9265,Moderate
China,Delhi,281.13,238.13,121.53,low,18.77,37.19,167,10.7,85,5.18,05-03-23,7379,Moderate
China,HCM,177.25,122.67,133,124.49,11.88,62.55,4,40.2,19,12.34,11/13/2025,7606,123
USA,Hanoi,64.79,237.2,17.3,141.4,17.2,bad,239,7.2,27,19.58,06-11-23,9131,Unhealthy
France,Hanoi,53.35,unknown,167.86,6.73,7.24,119.75,invalid,-1.7,36,13.05,03-10-25,9450,Unhealthy
Vietnam,Delhi,128.46,unknown,58.37,78.64,18.94,bad,invalid,44.7,22,19.17,12-04-23,4392,Moderate
Vietnam,Beijing,191.13,80.35,112.4,18.38,3.98,43.25,337,6.6,13,1.76,11/28/2023,7967,Moderate
India,HCM,199.9,330.6,181.62,136.29,17.49,71.63,invalid,hot,31,9.11,04-07-23,4959,Good
China,Beijing,129.44,77.22,68.98,33.21,6.09,163.36,475,19.2,31,13.07,11-08-23,8566,Moderate
USA,999,229.23,243.23,error,84.95,10,70.69,142,hot,98,18.86,7/27/2025,4728,Unhealthy
USA,Beijing,236.87,91.19,error,54.02,3.22,85.29,195,35.9,41,15.87,5/30/2025,2505,Good
China,Delhi,196.43,345.46,8.05,8.68,8.03,189.23,450,24.8,25,14.66,8/30/2025,4629,Good
India,Delhi,93.25,113.65,197.73,32.3,4.78,243.72,327,16.4,55,18.69,10-03-24,4053,Unhealthy
Vietnam,Beijing,high,384.68,error,28.32,6.11,244.31,157,-7.5,50,fast,6/24/2025,7887,Unhealthy
France,HCM,212.53,162.55,143.06,25.02,13.88,230.91,invalid,8.6,88,12.61,08-07-24,7528,Good
USA,Delhi,153.82,312.76,80.09,low,6.25,203,333,28.9,69,8.55,5/28/2025,8746,Good
USA,Hanoi,86.17,65.96,161.68,115.49,NaN,176.55,27,36.8,49,9.3,2/22/2025,4336,Moderate
Vietnam,Beijing,83.54,39.14,101.9,113.59,13.39,221.21,73,35.5,24,fast,06-03-25,6893,Unhealthy
Vietnam,Beijing,206.14,89.11,59.42,116.17,7.13,38.55,321,39.6,3,10.02,4/14/2023,5340,Unhealthy
India,Delhi,135.57,unknown,143.03,146.76,2.68,234.3,201,30.5,21,13.52,11-01-25,3824,Good
China,Beijing,107.59,273.46,56.85,low,7.76,106.42,118,32.7,20,17.68,10-05-24,7751,Moderate
Vietnam,HCM,222.48,unknown,19.74,48.18,13.99,246.07,invalid,-8.7,53,14.79,10-01-25,5609,Unhealthy
China,,122.57,314.82,165.57,117.11,3.03,242.37,449,5.5,37,12.33,12-01-23,ID_err,Unhealthy
France,Beijing,134.24,175.8,142.4,14.95,14.53,bad,162,32.3,92,fast,01-09-24,ID_err,123
USA,999,148.51,133.06,156.92,41.19,17.61,193,499,26.5,60,17.33,7/24/2025,5618,123
,Delhi,228.34,33.2,185.44,133.66,NaN,40.57,391,3.7,70,12.27,12/30/2024,3151,Moderate
123,Paris,140.59,284.28,79.82,41.47,2.78,16.59,23,42.9,48,12.06,12-09-24,ID_err,Unhealthy
China,999,high,107.72,26.13,39.09,18.12,140.61,267,28,96,15.23,6/27/2025,9642,Good
France,HCM,143.34,168.95,41.96,125.21,15.87,211.99,340,-5.9,42,0.96,06-05-23,1991,Good
China,Paris,237.84,362.25,41.09,9.97,8.17,177.96,89,17.2,66,1.79,2/16/2024,ID_err,Good
USA,,79.81,109.73,error,97.5,18.43,78.07,440,20.6,12,6.74,11/30/2024,4107,Good
,Paris,98.99,146.26,23.36,132.85,0.52,41.13,203,26.1,58,12.57,7/16/2024,2397,Unhealthy
Vietnam,HCM,25.32,300.43,10.08,74.38,6.56,244.47,237,-2.9,66,12.38,5/17/2025,3096,Unhealthy
India,HCM,231.67,186.08,54.22,27.49,1.81,147.97,340,43.7,wet,0.92,11/17/2024,7049,Unhealthy
USA,Delhi,45.45,64.17,64.06,105.33,9.67,166.91,invalid,42.9,86,15.62,02-02-23,7776,Unhealthy
India,Beijing,261.64,73.54,171.51,34.02,5.98,215.39,350,36.2,7,19.38,10/19/2023,4994,123
123,Hanoi,128,73.36,98.28,116.75,7.86,bad,203,19.2,53,18.57,12/17/2023,5088,Unhealthy
France,Delhi,25.44,380.51,124.06,145.72,11.03,162.2,196,40,15,14.56,02-02-23,6020,Moderate
USA,,154.01,295.86,32.13,82.89,2.14,127.8,141,11.8,84,19.93,04-05-23,6892,Good
Vietnam,Paris,223.95,unknown,25.1,low,15.64,29.46,326,33.5,23,7.85,7/19/2024,1300,Moderate
France,Delhi,85.27,302.96,77.9,53.74,6.77,69.61,186,17.8,17,1.84,7/30/2025,5463,123
Vietnam,Delhi,263.07,60.92,95.2,6.3,13.5,27.01,465,42.8,34,17.18,8/25/2024,1231,Unhealthy
USA,Delhi,255.07,236.65,29.96,133.18,4.81,127.54,456,25.4,wet,15.97,10-06-24,9317,Good
USA,Hanoi,227.97,unknown,132.99,68.25,4.99,24.72,252,hot,15,18.89,4/23/2023,4739,Unhealthy
China,Paris,222.97,unknown,193.49,38.56,11.91,115.15,189,33,81,11.61,04-11-25,9932,Moderate
India,Paris,172.23,unknown,92.56,28.87,15.9,34.48,155,44,wet,fast,4/13/2024,9346,Moderate
,Beijing,117.49,202.92,error,12.92,7.85,139.24,invalid,hot,wet,fast,07-02-23,7494,Moderate
China,Hanoi,10.46,142.54,166.97,60.18,17.28,210.64,255,11.8,wet,11.4,09-02-23,ID_err,Moderate
India,Delhi,135.59,unknown,22.98,26.94,10.76,76.53,11,38.2,79,10.59,09-02-25,7851,Good
Vietnam,Delhi,57.05,41.4,78.32,41.99,3.43,120.68,383,18,wet,fast,6/20/2025,6918,Moderate
India,Hanoi,56.86,347.12,176.61,low,5.32,217.06,154,23.3,41,18.62,09-11-24,7573,Unhealthy
India,HCM,296.1,111.85,69.44,51.09,2.21,189.64,494,-1,62,8.36,6/15/2025,ID_err,Unhealthy
China,Paris,101.88,295.87,49.29,26.19,2.84,173.62,222,19.7,17,6.77,10-10-25,3384,Good
,Paris,37.64,110.57,104.15,low,15.47,126.3,284,36.7,94,13.62,7/20/2025,6144,Good
Vietnam,Hanoi,123.11,145.92,99.11,36.81,19.63,76.55,280,27.8,68,9.86,12/25/2023,8230,Unhealthy
China,Paris,high,308.39,139.48,126.01,12.89,83.34,210,-0.3,99,15.19,6/23/2025,6294,Unhealthy
France,Paris,227.25,96.42,error,58.32,4.89,64.28,260,18.9,13,10.63,1/26/2025,6966,123
Vietnam,Paris,93.51,56.76,84.35,88.59,NaN,57.01,490,18,100,12.95,5/18/2024,9994,Good
India,Paris,154.59,65.54,17.48,53.56,NaN,59.7,322,-6.8,81,16.09,06-04-24,6744,Moderate
Vietnam,Beijing,91.62,40.69,77.83,141.87,NaN,20.86,invalid,15.3,44,19.05,4/16/2025,8983,Moderate
,Paris,160.98,155,69.04,117.35,19.55,244.67,394,34,72,10.53,09-02-25,1351,123
China,,44.75,301.95,166.01,35.63,5.47,bad,156,0.9,2,5.69,03-07-25,8557,Unhealthy
India,Hanoi,147.45,unknown,145.83,58.17,14.97,185.38,invalid,hot,72,18.16,07-04-24,3324,Unhealthy
USA,Hanoi,252.43,33.48,107.85,50.77,5.96,172.55,204,25,wet,7.53,2/23/2025,3536,Unhealthy
France,Delhi,94.88,unknown,31.21,34.61,0.26,242.92,290,39.3,16,1.6,10/26/2024,4897,Unhealthy
China,Paris,136.43,131.86,18.51,52.4,9.1,162.29,103,37.2,15,10.86,07-11-25,9805,Good
China,,250.16,54.43,116.71,117.48,11.46,118.84,417,7.2,85,19.04,02-03-25,4476,Good
USA,HCM,238.43,142.9,15.78,81.9,NaN,23.19,464,44.7,64,7.17,10-03-24,ID_err,Moderate
,Delhi,31.97,146.18,152.39,16.68,9.11,58.7,273,8,wet,9.62,9/20/2024,4958,123
China,Beijing,63.32,76.73,145.9,113.64,19.31,13.62,235,3.9,25,15.16,9/16/2024,9484,123
France,,81.44,384.46,110.9,27.1,15.02,59.74,308,-6.9,14,4.67,5/24/2023,4404,Moderate
Vietnam,HCM,198.68,371.17,134.73,97.73,19.88,137.58,327,11.3,70,13.47,9/24/2023,3911,Good
USA,HCM,97.75,262.87,184.68,low,4.18,47.4,invalid,15,17,9.59,2/18/2024,1223,Good
France,Delhi,48.43,unknown,91.72,76.08,14.35,141.2,invalid,13.5,54,14.12,6/13/2024,ID_err,Moderate
USA,Paris,75,unknown,32.83,126.14,NaN,31.86,465,1.4,85,14.26,11/21/2023,5783,123
India,HCM,83.06,75.08,31.56,97.77,NaN,17.72,421,30.7,22,19.08,10/18/2024,1737,Good
,HCM,38.61,211.94,198.12,low,NaN,61.57,47,-5.2,29,9.97,12/18/2025,9134,123
USA,Beijing,160.53,284.87,195.76,44.79,5.52,195.2,461,35,48,17.86,02-10-24,9341,123
Vietnam,Paris,52.57,unknown,177.26,141.52,19.47,25.25,327,8.4,82,7.77,7/14/2025,ID_err,Moderate
123,HCM,278.32,78.31,166.03,36.74,16.56,85.76,43,hot,19,13.02,1/29/2025,ID_err,Unhealthy
China,Delhi,137.09,122.89,69.24,35.44,11.06,111.22,360,19.8,17,13.36,07-09-25,5072,Moderate
Vietnam,Delhi,87.15,88.71,27.97,63.37,9.73,235.93,458,19.2,wet,16.43,8/28/2023,9620,Moderate
USA,Paris,83.55,30.71,175.87,72.82,19.62,102.8,181,hot,9,fast,8/16/2023,9594,Unhealthy
France,Beijing,181.81,92.52,123.58,76.08,7.97,157.69,347,25.4,55,11.17,7/15/2024,ID_err,Moderate
Vietnam,Paris,56.28,88.75,125.38,low,7.94,245.96,invalid,15.6,84,7.3,7/13/2023,7386,Moderate
India,Beijing,280.17,79.97,157.34,116.53,4.77,117.62,227,-5,9,16.41,5/21/2024,4217,Good
USA,Beijing,11.64,108.18,59.01,123.33,9.4,140.25,255,1.1,94,9.95,12-12-25,7950,Moderate
France,Hanoi,118.19,333.96,174.4,low,9.77,92.51,190,24.2,18,19.06,11/21/2023,7167,Good
France,Delhi,32.87,unknown,error,91.55,0.75,242.23,176,31.7,48,0.44,07-09-25,ID_err,123
France,Paris,56.66,49.6,143.63,78.28,10.36,149.59,75,-5.5,25,9.51,04-05-23,2380,Unhealthy
France,Hanoi,37.4,69.69,error,92.18,3.34,45.48,277,hot,10,8.54,02-02-23,7289,Good
Vietnam,Paris,267.55,unknown,199.05,118.16,2.52,224.51,88,5.2,wet,12.62,1/15/2023,6001,Moderate
India,Beijing,293.73,256.89,180.55,38.75,NaN,55.32,428,24.3,65,7.23,08-06-25,4369,Good
France,Beijing,195.4,134.28,94.71,2.07,NaN,133.05,210,-5.3,wet,7.74,5/17/2024,9780,Moderate
China,999,117.1,213.56,58.63,93.2,18.1,176.87,99,37.5,37,16.78,8/28/2023,9262,123
China,Beijing,254.02,136.69,85.78,106.75,15.99,119.42,306,hot,15,15.46,12/25/2025,7151,Unhealthy
China,Beijing,41.46,unknown,error,54.91,1.16,123.58,112,2.1,20,17.16,01-06-24,4580,Unhealthy
Vietnam,Beijing,108.17,71,37.29,120.7,9.47,164.72,450,29.4,30,0.02,01-10-25,5687,Unhealthy
China,Paris,165.24,265.22,119.02,149.2,6.78,181.4,370,-2.6,46,11.37,1/30/2025,9635,123
France,Delhi,15.06,347.89,156.39,125.4,5.97,55,2,33.8,83,9.29,1/24/2024,5064,Good
France,999,101.93,323.85,56.73,78.96,NaN,69.89,130,5.8,74,6.5,12-09-25,5963,Moderate
123,,143.07,221.42,144.53,64.75,9.55,bad,155,2.3,9,17.65,3/31/2025,9502,Unhealthy
India,Beijing,220.4,unknown,error,46.89,16.1,164.3,112,33.3,16,5.53,6/19/2025,6255,Moderate
France,Beijing,239.35,316.65,29.15,96.87,11.36,152.56,191,41.9,35,14.44,11-10-24,8342,Moderate
China,Beijing,169.08,259.19,60.94,144.28,NaN,203.46,8,-9.2,wet,7.62,4/29/2024,3190,Moderate
USA,HCM,88.05,371.98,47.99,31.87,17.68,190.58,30,38.1,60,17.77,2/14/2024,4984,123
France,Hanoi,32.48,unknown,172.69,32.93,11.76,187.42,95,5.2,19,10.84,10-04-24,ID_err,Good
Vietnam,Delhi,285.11,293.6,71.49,28.52,1.53,70.48,320,hot,wet,15.95,7/28/2025,ID_err,Unhealthy
USA,Hanoi,226.32,249.54,147.18,116.94,9.14,118.25,invalid,6.8,73,8.77,6/20/2024,7702,Moderate
Vietnam,999,215.07,216,41.51,119.34,4.71,bad,134,-6.1,76,18.49,1/17/2024,2075,Moderate
India,Delhi,26.08,296.17,25.23,128.89,10.29,bad,237,36.1,32,fast,10-12-25,3851,Unhealthy
India,Beijing,220.44,393.72,185.92,106.08,10.74,53.2,478,27,82,17.72,12-02-24,9436,Good
,HCM,high,393.86,47.1,109.77,7.18,140.89,invalid,2,44,11.38,8/19/2023,4022,Unhealthy
India,Beijing,110.55,268.57,29.44,12.46,NaN,160.98,invalid,16.8,56,7.26,6/13/2023,4991,Unhealthy
India,Paris,259.39,211.63,172.36,56.73,2.92,125.2,201,-2,98,fast,3/25/2025,1801,Good
123,Paris,218.87,309.82,70.41,low,12.25,138.93,192,25.9,7,6.79,07-03-23,ID_err,Moderate
Vietnam,Hanoi,175.49,339.51,187.46,68.5,15.14,99.44,475,20.1,19,11.45,4/18/2024,7761,Moderate
France,HCM,127.82,21.53,104,41.15,12.54,189.9,209,-9.1,33,1.36,11/20/2025,7705,Unhealthy
China,Delhi,17.04,229.24,22.72,low,17.6,233.05,229,43.6,28,14.77,12/30/2025,6108,Good
China,Paris,186.76,12.41,94.94,139.52,12.75,125.27,368,-8.1,99,4.68,12/19/2023,4988,Good
China,Beijing,194.94,162.42,67.7,146.49,15.54,87.15,invalid,7.7,92,3.43,7/13/2023,3726,123
Vietnam,999,60.67,239.5,48.9,40.96,19.55,167.95,434,-9.4,14,10.31,12/24/2024,9134,Unhealthy
,,17.25,351.89,14,47.09,6.66,49.37,374,2.1,wet,10.15,8/22/2025,4006,123
USA,Hanoi,141.85,327.11,159.45,53.42,1.09,233.41,278,17.1,41,1.04,9/28/2025,9296,Unhealthy
France,,222.76,107.31,15.42,110.93,6.47,186.21,352,31.7,64,11.41,01-07-25,3329,Good
India,Hanoi,128.25,158.64,56.4,126.35,14.8,43,500,26.7,98,fast,11-11-24,9597,Good
China,Paris,172.77,unknown,22.48,low,19.79,164.07,382,27.7,wet,6.59,5/19/2025,6355,Unhealthy
China,999,119.81,187.31,49.03,79.47,12.97,98.82,418,33.3,73,16.77,2/17/2024,6306,Good
Vietnam,Beijing,117.91,unknown,135.01,77.36,18.72,223.52,242,hot,9,16.95,6/14/2025,1243,Unhealthy
India,999,127.38,unknown,41.3,46.49,7.81,111.03,280,22.5,92,8.88,01-01-25,7041,Good
123,HCM,188.62,126.48,61.01,low,17.49,116.9,430,21.6,wet,6.47,08-07-24,6007,Moderate
France,Beijing,high,382.3,150.16,11.18,16.4,247.71,217,0.5,66,17.34,7/29/2023,5126,Good
USA,Delhi,160.84,96.75,177.6,97.38,16.46,35.03,221,31.8,65,0.84,3/28/2023,9811,Unhealthy
,Delhi,285.33,26.87,144.8,low,8.99,105.4,96,1,31,19.92,11/13/2024,3073,Good
USA,Paris,high,300.05,22.51,129.32,NaN,126.67,206,9.3,53,fast,7/23/2023,4669,Moderate
China,999,173.2,259.61,159.83,low,16.61,32.69,287,7.6,1,8.94,02-12-23,2182,Unhealthy
China,Delhi,153.73,unknown,119.26,143.1,4.48,235.8,198,31.4,70,13.98,06-11-25,9127,Moderate
USA,HCM,243.37,117.67,165.01,10.73,12.98,148.24,329,24.4,73,1.16,06-06-23,7356,Unhealthy
China,Beijing,27.69,373.77,156.97,49.34,18.22,249.01,213,-8.2,30,4.61,02-03-23,4609,Unhealthy
USA,Hanoi,210.52,346.08,194.34,low,9.14,73.56,118,hot,54,8.78,2/22/2023,ID_err,Good
123,Hanoi,267.35,78.24,87.11,9.16,15.4,249.48,invalid,hot,53,6.72,10-02-24,8268,Moderate
China,Paris,50.72,21.06,123.45,104.94,14.52,bad,197,0.5,92,fast,6/20/2023,9106,Unhealthy
Vietnam,,150.96,222.67,128.68,82.75,3.71,220.29,1,5.5,21,12.06,1/19/2025,7149,Good
123,Delhi,95.18,25.74,147.8,146.19,3.04,228.22,189,44.2,wet,2.02,4/21/2023,2879,123
USA,Hanoi,233.59,unknown,error,67.44,6.09,125.36,248,19.6,80,11.55,12-04-23,6085,Good
India,Beijing,115.99,unknown,24.15,43.8,12.59,99.64,250,39.2,77,14.39,03-06-25,3565,123
Vietnam,Beijing,high,80.38,42.24,74.57,18.93,162.46,173,24.1,40,5.37,07-07-23,7765,Unhealthy
China,Beijing,211.99,157.71,51,15.18,12.9,223.27,133,44.7,0,fast,5/27/2025,8725,Moderate
USA,Delhi,192.29,113.76,111.34,70.36,15.01,51.74,388,31.2,53,8.07,07-02-23,5400,123
Vietnam,HCM,130,143.1,24.8,16.23,17.09,120.8,75,30.9,77,1.68,07-12-25,5901,Moderate
Vietnam,Delhi,196.34,146.4,59.48,6.55,9.4,67.01,489,0.5,wet,fast,6/20/2023,7197,Unhealthy
China,HCM,108.16,338.36,33.82,1.17,7.76,229.08,318,38.6,88,15.44,6/20/2023,ID_err,Moderate
Vietnam,Hanoi,69.43,234.44,151.71,125.43,8.36,89.51,450,33.7,51,7.97,09-03-24,8118,Good
France,Delhi,166.34,318.17,133.88,90.86,2.56,74.31,471,1,22,5.53,5/15/2023,ID_err,123
123,,259.19,382.9,117.33,87.58,NaN,172.48,139,21.5,57,15.94,09-05-25,6907,Good
India,Hanoi,134.19,379.63,106.76,113.71,7.16,179.01,419,hot,12,9.36,10-02-23,4169,Unhealthy
123,Beijing,46.23,unknown,68.55,121.65,2.24,bad,invalid,21.8,21,11.57,7/22/2024,3260,Good
,HCM,112.46,220.8,79.16,30.91,14.95,bad,408,25.1,84,17.85,12/31/2024,3039,123
China,Beijing,15.04,66.53,26.06,low,10.32,198.9,484,-2,76,19.27,2/28/2025,1533,Good
Vietnam,Paris,179.96,155.93,89.27,85.44,NaN,168.72,27,34.2,35,fast,12/29/2024,9783,Good
Vietnam,,283.61,293.45,101.1,15.44,13.48,bad,384,11.6,16,1.71,1/16/2023,3360,Good
Vietnam,Hanoi,196.05,160.4,41.68,76.92,9.16,205.23,359,43.6,31,7.45,3/22/2025,3400,Unhealthy
France,Delhi,277.61,346.97,97.35,16.01,15.84,63.28,13,43.3,31,14.32,06-12-24,1633,123
USA,Beijing,94.96,169.84,172.11,11.17,14.2,bad,98,23.7,68,18.7,3/19/2024,9486,Moderate
USA,Beijing,14.1,315.97,176.11,128.34,15.59,bad,43,22.2,wet,19.62,12/23/2025,6575,Good
India,Delhi,39.37,283.51,180.43,113.99,6.25,32.05,6,15.6,82,1.44,06-03-24,1060,Moderate
USA,Hanoi,68.02,249.43,error,29.08,14.86,85.6,42,27.6,44,14.42,4/13/2023,ID_err,Unhealthy
Vietnam,Beijing,high,111.3,191.16,43.9,19.14,99.84,31,4.9,90,12.92,4/14/2025,1195,Good
France,Paris,high,138.11,172.17,41.07,15.26,230.72,251,hot,72,18.14,2/24/2023,6445,Unhealthy
USA,HCM,221.84,119.64,131.13,137.11,16.48,150.92,432,36.3,56,19,01-01-23,6975,Unhealthy
France,Delhi,171.91,236.42,error,108.5,6.23,75,396,-1.1,8,0.23,12-02-24,9993,Moderate
France,Paris,190.23,unknown,65.71,98.2,0.29,194.7,361,28.2,90,17.22,07-10-25,9630,Moderate
Vietnam,Hanoi,162.87,389.54,77.81,49.21,18.84,239.34,invalid,-3.8,31,17.22,8/24/2024,8770,Moderate
France,Delhi,188.15,199.71,34.55,136.68,0.56,27.73,386,2.9,4,10.05,09-03-25,1305,Unhealthy
,Hanoi,168.66,236.08,54.21,95.13,2.42,bad,426,36,wet,18.4,4/21/2025,6191,Moderate
India,Paris,297.46,56.14,151.19,120.72,19.92,219.07,invalid,5.7,35,0.7,4/13/2024,1757,Moderate
USA,Delhi,137.6,304.2,133.01,52.75,19.51,81.38,357,-2.9,99,fast,7/17/2025,ID_err,Moderate
China,Delhi,173.5,203.27,139.34,1.72,18.92,25.09,470,33.1,wet,6.8,7/27/2025,ID_err,123
USA,HCM,high,339.62,157,135.29,7.45,168.01,191,26.3,68,4.38,09-05-25,6993,Moderate
123,Hanoi,251.64,310.69,86.93,76.21,9.23,181.96,invalid,41.6,92,10.13,02-07-25,7085,Good
France,Beijing,264.44,126.55,163.08,125.34,NaN,103.99,188,35.5,5,4,9/15/2023,5768,Unhealthy
China,Beijing,9.93,144.28,10.63,61.73,5.09,212.92,64,-1.8,41,18.72,10-02-24,3709,Unhealthy
Vietnam,Beijing,high,386.42,136.26,low,16.86,165.73,459,29.6,59,18.97,2/28/2025,3319,Good
China,,213.29,unknown,151.88,129.55,0.15,134.58,159,10.8,wet,12.35,2/27/2023,7090,Unhealthy
123,Hanoi,141.52,32.75,16.6,138.25,6.01,bad,446,-9.7,55,6.52,05-08-23,4548,Unhealthy
France,HCM,205.76,335.36,72.11,59.41,2.66,164.7,447,25.3,70,18.06,8/17/2024,7134,Good
123,HCM,146.21,230.2,143.87,50.71,8.48,206.35,25,hot,47,5.12,08-02-23,9371,Moderate
USA,Hanoi,147.82,195.16,19.78,118.85,16.85,60.8,266,-4.5,80,14,2/29/2024,1380,Unhealthy
France,Hanoi,58.34,393.82,18.34,26.2,14.98,190.66,invalid,13,33,7.66,06-08-25,ID_err,Good
USA,,high,281.84,72.3,low,12.28,160.41,invalid,-5.3,3,14.2,9/30/2025,7688,Good
France,Delhi,294.1,255.73,error,147.58,2.89,32.5,304,12.4,wet,19.56,4/19/2023,2890,123
USA,HCM,19.21,99.84,185.28,low,10.72,83.32,210,41.1,63,7.09,5/28/2023,3607,Good
France,Paris,157.41,392.44,140.43,4.01,16.91,54.48,26,-4.9,22,10.87,3/22/2025,7264,Good
India,Beijing,183.11,36.11,51.37,36.69,13.34,200.07,57,26.7,85,7.85,10-03-25,9733,Unhealthy
USA,,high,309.6,error,low,15.67,bad,459,32.8,14,18.36,6/22/2025,ID_err,Moderate
Vietnam,Hanoi,165.2,388.71,31.84,low,15.11,bad,278,36.4,99,14.94,05-04-23,3354,Good
Vietnam,Paris,110.99,374.31,193.75,145.09,4.55,207.13,16,-5.4,75,16.12,6/17/2023,1375,Unhealthy
